timestamp,AccX,AccY,AccZ
1569603126595,,3.5329999923706055,
1569603126597,-1.4839999675750732,,6.73199987411499
1569603126715,-1.4550000429153442,4.203999996185303,8.696000099182129
1569603126765,-2.632999897003174,5.056000232696533,10.859999656677246
1569603126827,-1.6180000305175781,7.172999858856201,9.222000122070312
1569603126897,-2.632999897003174,3.753999948501587,12.41100025177002
1569603126976,,2.2209999561309814,10.621000289916992
1569603126977,-2.747999906539917,,
1569603127034,,1.5800000429153442,
1569603127035,-1.7710000276565552,,9.470999717712402
1569603127093,0.28700000047683716,1.944000005722046,7.8429999351501465
1569603127159,,2.9590001106262207,6.377999782562256
1569603127160,1.6080000400543213,,
1569603127219,,2.5369999408721924,
1569603127220,0.7940000295639038,,4.980000019073486
1569603127285,1.0820000171661377,4.807000160217285,7.374000072479248
1569603127351,2.8529999256134033,7.1539998054504395,9.557000160217285
1569603127423,4.500999927520752,6.445000171661377,12.621999740600586
1569603127495,2.068000078201294,2.431999921798706,16.14699935913086
1569603127570,2.5179998874664307,2.25,11.645000457763672
1569603127623,0.9190000295639038,2.125999927520752,7.660999774932861
1569603127688,-0.24899999797344208,2.3359999656677246,3.437999963760376
1569603127753,-2.115999937057495,-0.8040000200271606,5.323999881744385
1569603127831,0.0949999988079071,4.434000015258789,13.63700008392334
1569603127879,-3.0350000858306885,6.866000175476074,3.944999933242798
1569603127945,-3.055000066757202,5.515999794006348,12.4399995803833
1569603128011,-4.940999984741211,1.8569999933242798,15.151000022888184
1569603128077,-3.5810000896453857,0.7850000262260437,8.27400016784668
1569603128163,2.134999990463257,2.6619999408721924,15.810999870300293
1569603128214,,-1.0429999828338623,
1569603128215,0.7749999761581421,,4.980000019073486
1569603128282,-0.37299999594688416,0.3440000116825104,4.940999984741211
1569603128344,,2.805999994277954,
1569603128345,1.4170000553131104,,0.6510000228881836
1569603128419,2.4130001068115234,2.4230000972747803,13.503000259399414
1569603128486,,2.546999931335449,
1569603128487,2.010999917984009,,16.67300033569336
1569603128565,,0.8519999980926514,19.61400032043457
1569603128566,0.44999998807907104,,
1569603128643,,0.29600000381469727,
1569603128644,2.0969998836517334,,12.286999702453613
1569603128672,,-0.3540000021457672,
1569603128673,0.29600000381469727,,7.909999847412109
1569603128742,,0.2290000021457672,
1569603128743,0.8420000076293945,,5.199999809265137
1569603128804,0.4880000054836273,0.5450000166893005,2.940000057220459
1569603128869,0.7080000042915344,1.531999945640564,5.583000183105469
1569603128938,0.8899999856948853,2.2209999561309814,9.902000427246094
1569603129017,,0.9670000076293945,
1569603129018,-0.8999999761581421,,13.800000190734863
1569603129084,-1.312000036239624,0.1809999942779541,15.973999977111816
1569603129167,-2.9110000133514404,-1.1970000267028809,11.875
1569603129226,-3.7149999141693115,-1.6369999647140503,9.050000190734863
1569603129280,,-1.3020000457763672,2.4700000286102295
1569603129281,-2.2690000534057617,,
1569603129349,0.5070000290870667,0.640999972820282,2.259999990463257
1569603129413,,3.6679999828338623,9.538000106811523
1569603129414,2.739000082015991,,
1569603129476,-3.5429999828338623,0.621999979019165,16.84600067138672
1569603129547,,0.10499999672174454,
1569603129548,-6.061999797821045,,13.071999549865723
1569603129603,,-1.9630000591278076,
1569603129604,-6.340000152587891,,17.716999053955078
1569603129661,-4.126999855041504,-2.193000078201294,11.357999801635742
1569603129727,-1.062999963760376,-2.059000015258789,9.461999893188477
1569603129802,,-0.9760000109672546,
1569603129803,0.0860000029206276,,8.581000328063965
1569603129868,0.1720000058412552,-0.06700000166893005,5.0279998779296875
1569603129938,0.04699999839067459,-0.1340000033378601,7.34499979019165
1569603130012,,0.20100000500679016,
1569603130013,-7.077000141143799,,9.595999717712402
1569603130057,1.49399995803833,0.5260000228881836,8.475000381469727
1569603130128,3.505000114440918,1.3309999704360962,15.859000205993652
1569603130189,2.9010000228881836,-0.5070000290870667,14.086999893188477
1569603130255,-0.8899999856948853,-0.14300000667572021,11.454000473022461
1569603130321,-1.0240000486373901,1.8960000276565552,10.734999656677246
1569603130402,-0.5550000071525574,3.3610000610351562,7.019999980926514
1569603130455,-0.07599999755620956,3.3989999294281006,7.5370001792907715
1569603130519,0.44999998807907104,4.078999996185303,7.374000072479248
1569603130588,-1.1009999513626099,5.813000202178955,5.046999931335449
1569603130669,,6.2729997634887695,
1569603130670,-1.809999942779541,,7.191999912261963
1569603130721,-1.2059999704360962,4.96999979019165,10.170000076293945
1569603130793,-1.350000023841858,3.4760000705718994,13.359999656677246
1569603130849,-0.7559999823570251,2.7669999599456787,8.743000030517578
1569603130942,-1.253999948501587,3.3420000076293945,7.296999931335449
1569603130995,-1.0720000267028809,2.98799991607666,7.73799991607666
1569603131053,-0.49799999594688416,3.197999954223633,6.568999767303467
1569603131121,-0.8999999761581421,2.614000082015991,9.692000389099121
1569603131230,-0.8809999823570251,3.734999895095825,11.119000434875488
1569603131263,,6.310999870300293,12.373000144958496
1569603131264,-3.677000045776367,,
1569603131316,-2.4230000972747803,4.328000068664551,9.031000137329102
1569603131397,-2.86299991607666,3.3610000610351562,8.265000343322754
1569603131463,,3.178999900817871,6.138000011444092
1569603131464,-2.1640000343322754,,
1569603131536,,4.031000137329102,6.348999977111816
1569603131537,-1.4839999675750732,,
